Sample_Name,Experiment,Batch,Sample_Time,Day,Vicell_sampletime,Flex_sampletime,Cedex_sampletime,TCC,VCC,Viability,Diameter,Osmolality,Ammonium,Calcium,Glucose,Glutamine,Glutamate,Lactate,pH,CO2,pO2,Potassium,Sodium,Bicarbonate,pCO2 at Temp,pO2 at Temp,pH at Temp,IGG,LDH,DO,pH_setpoint,pH_setpoint_low,pH_setpoint_high,Temperature,Feed_Time_Offset,Bolus_Feed,Cumulative_Feed,Cumulative_Glucose,Normalized_Bolus_Feed,Cumulative_Normalized_Feed,Cumulative_Normalized_Glucose,Volume,Initial_Volume
AR25-050005262FER2054-01,AR25-050,AR25-050-005,5/26/2025 10:30,11,5/26/2025 12:10,5/26/2025 10:30,5/26/2025 13:15,9.6497,9.3841,97.2,17.82,505,4.32,0.35,3.53,2.3,8.07,2.32,7.32,44.3,52.8,10.21,194,22.6,40.6,45.9,7.35,1377.303,224.4331,40,7.45,7.3,7.6,35,8,0,45.6,,0,0.206999864,,220.29,190
AR25-050005262FER2055-01,AR25-050,AR25-050-006,5/26/2025 11:01,11,5/26/2025 12:12,5/26/2025 11:01,5/26/2025 13:16,6.836,6.1053,89.3,15.48,490,13.28,0.39,4.55,2.92,8.48,0.42,6.9,95.4,77.5,12.58,160.3,19.2,99.7,82.8,6.89,730.2621,355.9552,40,6.75,6.6,6.9,38,-8,0,45.6,,0,0.220844634,,206.48,190
AR25-050005262FER2056-01,AR25-050,AR25-050-007,5/26/2025 11:06,11,5/26/2025 12:14,5/26/2025 11:06,5/26/2025 13:17,14.6468,13.3763,91.3,16,416,9.08,0.36,3.26,1.95,6.92,0.28,7.02,46.6,54.7,9.22,151.4,12,45.6,52.9,7.02,2270.895,609.0505,40,7.1,6.95,7.25,36.5,0,0,38,,0,0.186539689,,203.71,190
AR25-050005262FER2057-01,AR25-050,AR25-050-008,5/26/2025 11:12,11,5/26/2025 12:15,5/26/2025 11:12,5/26/2025 13:17,14.5406,13.3648,91.9,15.96,418,9.03,0.36,3.24,1.98,6.94,0.3,7.02,48.4,48.3,9.25,152.2,12.6,47.4,46.8,7.03,2460.105,592.2108,40,7.1,6.95,7.25,36.5,0,0,38,,0,0.187146023,,203.05,190
AR25-050005262FER2058-01,AR25-050,AR25-050-009,5/26/2025 11:19,11,5/26/2025 12:22,5/26/2025 11:19,5/26/2025 13:19,13.2486,12.7332,96.1,17.1,417,5.81,0.34,3.64,1.85,6.49,0.28,7.38,51.1,51.1,7.82,161.5,30.1,46.8,44.5,7.41,2309.43,443.6235,40,7.45,7.3,7.6,35,8,0,30.4,,0,0.152465018,,199.39,190
AR25-050005262FER2059-01,AR25-050,AR25-050-010,5/26/2025 11:25,11,5/26/2025 12:24,5/26/2025 11:25,5/26/2025 13:20,4.1638,3.5989,86.4,16.39,492,11.44,0.4,3.56,2.82,6.9,,6.84,171.6,85.1,12.82,161.4,28.1,157.2,74.8,6.86,738.0487,261.0447,40,6.75,6.6,6.9,35,8,0,45.6,,0,0.222743259,,204.72,190
AR25-050005262FER2060-01,AR25-050,AR25-050-011,5/26/2025 11:31,11,5/26/2025 12:25,5/26/2025 11:31,5/26/2025 13:21,13.7596,12.8883,93.7,16.98,541,2.75,0.31,2.73,2.55,7.02,5.42,7.34,37.1,50.2,9.02,214.7,20.3,38.8,53.8,7.32,1335.112,470.6642,40,7.45,7.3,7.6,38,-8,0,45.6,,0,0.194373402,,234.6,190
AR25-050005262FER2061-01,AR25-050,AR25-050-012,5/26/2025 11:37,11,5/26/2025 12:27,5/26/2025 11:37,5/26/2025 13:23,4.0195,3.6441,90.7,16.34,487,10.84,0.41,3.08,2.43,7.49,0.34,6.89,101.2,84,13.05,162.2,20.1,105.7,89.6,6.88,383.9091,175.6752,40,6.75,6.6,6.9,38,8,0,45.6,,0,0.222765022,,204.7,190
AR25-050005262FER2062-01,AR25-050,AR25-050-013,5/26/2025 11:44,11,5/26/2025 12:29,5/26/2025 11:44,5/26/2025 13:36,14.4458,13.3017,92.1,16.97,484,3.82,0.31,2.55,2.04,7.24,1.26,7.48,39.3,46.4,9.25,188.5,29.6,41,49.8,7.46,1891.455,617.0317,40,7.45,7.3,7.6,38,8,0,45.6,,0,0.202946282,,224.69,190
AR25-050005262FER2063-01,AR25-050,AR25-050-014,5/26/2025 11:51,11,5/26/2025 12:31,5/26/2025 11:51,5/26/2025 13:34,14.3755,13.283,92.4,16.84,450,2.33,0.3,2.6,1.03,6.2,1.69,7.59,39.5,44,6.99,184.2,38.7,41.3,47.2,7.58,1872.81,558.5364,40,7.45,7.3,7.6,38,-8,0,30.4,,0,0.143987117,,211.13,190
AR25-050005262FER2064-01,AR25-050,AR25-050-015,5/26/2025 11:58,11,5/26/2025 12:33,5/26/2025 11:58,5/26/2025 13:35,2.4052,2.0679,86,17,498,8.95,0.41,5.44,2.43,6.52,0.23,6.86,137.7,93.9,12.9,158.5,24,126.2,83,6.88,410.0955,96.238,40,6.75,6.6,6.9,35,-8,0,45.6,,0,0.223617105,,203.92,190
AR25-050005262FER2065-01,AR25-050,AR25-050-016,5/26/2025 12:11,11,5/26/2025 12:35,5/26/2025 12:11,5/26/2025 13:38,2.5337,2.1404,84.5,16.27,446,7.89,0.44,3.75,1.67,6.41,,6.88,138.3,88.7,10.99,152.1,25.3,126.6,78.1,6.9,390.9504,102.9293,40,6.75,6.6,6.9,35,8,0,30.4,,0,0.163775455,,185.62,190
AR25-050005262FER2066-01,AR25-050,AR25-050-017,5/26/2025 12:18,11,5/26/2025 12:39,5/26/2025 12:18,5/26/2025 13:39,6.4326,5.9352,92.3,16.95,428,9.86,0.42,2.62,1.87,7.75,0.44,7,71.8,79.7,9.97,149.4,18.2,75,85.2,6.99,658.1754,162.7905,40,6.75,6.6,6.9,38,-8,0,30.4,,0,0.161042539,,188.77,190
AR25-050005262FER2067-01,AR25-050,AR25-050-018,5/26/2025 12:25,11,5/26/2025 12:41,5/26/2025 12:25,5/26/2025 13:41,15.9072,14.5879,91.7,16.07,414,9.14,0.36,3.22,1.9,7.16,0.22,7.01,47.7,56.1,9.18,151.8,12,46.6,54.2,7.01,2738.82,375.4175,40,7.1,6.95,7.25,36.5,0,0,38,,0,0.187756312,,202.39,190
AR25-050005262FER2068-01,AR25-050,AR25-050-019,5/26/2025 12:31,11,5/26/2025 12:43,5/26/2025 12:31,5/26/2025 13:42,11.1441,10.8225,97.1,17.88,450,3.13,0.35,3.66,1.76,6.75,1.85,7.43,42.6,60,7.73,179.9,28,39.1,52.3,7.46,1946.76,157.8657,40,7.45,7.3,7.6,35,-8,0,30.4,,0,0.151243781,,201,190
AR25-050005262FER2069-01,AR25-050,AR25-050-020,5/26/2025 12:37,11,5/26/2025 12:45,5/26/2025 12:37,5/26/2025 13:43,15.0703,14.1716,94,16.78,469,2.39,0.31,3.24,1.11,6.56,2.41,7.55,45.5,51.6,6.98,189.6,40.5,47.5,55.4,7.54,1528.83,293.2253,40,7.45,7.3,7.6,38,8,0,30.4,,0,0.145503279,,208.93,190
AR25-050005262FER2070-01,AR25-050,AR25-050-021,5/26/2025 12:43,11,5/26/2025 12:47,5/26/2025 12:43,5/26/2025 13:44,2.9974,2.3521,78.5,15.11,482,9.59,0.43,4.78,2.29,6.97,,6.81,164,91.6,12.18,157,26.1,160.5,88.9,6.82,413.9366,134.9099,40,6.65,6.5,6.8,36.5,0,0,38,,0,0.196504292,,193.38,190
AR25-050005262FER2071-01,AR25-050,AR25-050-022,5/26/2025 12:50,11,5/26/2025 12:49,5/26/2025 12:50,5/26/2025 13:45,2.4411,1.7549,71.9,15.12,485,8.62,0.43,5.4,2.18,6.81,,6.8,166.1,92.5,12.24,156.7,25.7,162.6,89.7,6.8,347.9366,138.8177,40,6.65,6.5,6.8,36.5,0,0,38,,0,0.196473812,,193.41,190
AR25-050005262FER2072-01,AR25-050,AR25-050-023,5/26/2025 12:56,11,5/26/2025 12:51,5/26/2025 12:56,5/26/2025 13:48,16.9465,15.8512,93.5,16.42,469,2.74,0.31,2.88,1.64,6.81,1.56,7.59,45.6,47.4,7.89,189.5,43.6,44.6,45.8,7.59,2782.26,558.9546,40,7.55,7.4,7.7,36.5,0,0,38,,0,0.176826431,,214.9,190
AR25-050005262FER2073-01,AR25-050,AR25-050-024,5/26/2025 13:03,11,5/26/2025 12:53,5/26/2025 13:03,5/26/2025 13:49,16.7341,15.6818,93.7,16.46,465,2.62,0.31,2.7,1.52,6.86,1.62,7.58,40.5,53.6,7.82,187.4,38.4,39.6,51.8,7.59,2788.05,547.6011,40,7.55,7.4,7.7,36.5,0,0,38,,0,0.17683466,,214.89,190
AR25-050005272FER2050-01,AR25-050,AR25-050-001,5/27/2025 10:36,12,5/27/2025 12:12,5/27/2025 10:36,5/27/2025 13:31,16.1756,14.0151,86.6,15.55,418,9.91,0.35,3.71,1.81,8.17,0.26,7.02,38,57,9.47,150.8,9.7,37.2,55.1,7.02,3187.2,990.3794,40,7.1,6.95,7.25,36.5,0,9.5,38,,0.047523762,0.190095048,,199.9,190
AR25-050005272FER2051-01,AR25-050,AR25-050-002,5/27/2025 10:42,12,5/27/2025 12:14,5/27/2025 10:42,5/27/2025 13:31,6.7384,5.7149,84.8,15.06,437,13.06,0.4,3.58,1.98,9.4,0.26,6.92,107.4,83,10.41,149.9,22.5,112.2,88.5,6.91,900.1806,424.0362,40,6.75,6.6,6.9,38,8,7.6,30.4,,0.040378281,0.161513123,,188.22,190
AR25-050005272FER2052-01,AR25-050,AR25-050-003,5/27/2025 10:48,12,5/27/2025 12:16,5/27/2025 10:48,5/27/2025 13:32,12.0212,11.3967,94.8,17.45,507,4.7,0.33,3.64,2.71,9.23,0.44,7.41,44.4,59.7,11.36,192,27.8,40.7,52.1,7.44,2750.295,390.4743,40,7.45,7.3,7.6,35,-8,11.4,57,,0.049634274,0.248171369,,229.68,190
AR25-050005272FER2053-01,AR25-050,AR25-050-004,5/27/2025 10:55,12,5/27/2025 12:18,5/27/2025 10:55,5/27/2025 13:32,3.9707,3.052,76.9,16.13,466,11.55,0.41,3.37,2.71,7.86,0.21,6.84,176.2,88.5,11.8,157.2,29.2,161.4,78,6.86,940.7483,407.0268,40,6.75,6.6,6.9,35,-8,7.6,38,,0.039120811,0.195604056,,194.27,190
AR25-050005272FER2054-01,AR25-050,AR25-050-005,5/27/2025 11:01,12,5/27/2025 12:20,5/27/2025 11:01,5/27/2025 13:33,10.8326,10.432,96.3,17.51,499,3.53,0.34,3.88,2.44,8.69,1.93,7.37,43.1,61.1,9.85,191.4,24.4,39.5,53.2,7.4,2217.465,294.2759,40,7.45,7.3,7.6,35,8,11.4,45.6,,0.052099995,0.208399982,,218.81,190
AR25-050005272FER2055-01,AR25-050,AR25-050-006,5/27/2025 11:06,12,5/27/2025 12:22,5/27/2025 11:06,5/27/2025 13:33,7.8495,6.6724,85,14.84,516,13.95,0.38,3.03,2.75,11.08,0.42,6.87,84.4,81.3,14.12,167.2,15.8,88.2,86.8,6.86,911.7012,452.0313,40,6.75,6.6,6.9,38,-8,11.4,57,,0.053010928,0.265054638,,215.05,190
AR25-050005272FER2056-01,AR25-050,AR25-050-007,5/27/2025 11:12,12,5/27/2025 12:24,5/27/2025 11:12,5/27/2025 13:34,16.8891,14.9066,88.3,15.42,412,9.72,0.35,3.57,1.77,8.19,0.28,7.02,38.2,60.2,9.34,150.6,9.9,37.4,58.2,7.03,3221.985,886.899,40,7.1,6.95,7.25,36.5,0,9.5,38,,0.04697157,0.187886279,,202.25,190
AR25-050005272FER2057-01,AR25-050,AR25-050-008,5/27/2025 11:19,12,5/27/2025 12:26,5/27/2025 11:19,5/27/2025 13:35,16.5001,14.5563,88.2,15.6,414,9.78,0.35,3.51,1.83,8.21,0.3,7.03,38.2,55,9.4,152.2,10.2,37.5,53.3,7.04,3267.21,868.1602,40,7.1,6.95,7.25,36.5,0,9.5,38,,0.047123016,0.188492063,,201.6,190
AR25-050005272FER2058-01,AR25-050,AR25-050-009,5/27/2025 11:25,12,5/27/2025 12:28,5/27/2025 11:25,5/27/2025 13:35,14.2233,13.4625,94.7,16.8,409,6.07,0.34,3.65,1.7,7.85,0.28,7.42,42.7,64.7,7.79,162.6,27.6,39.1,56.4,7.45,3155.01,605.1808,40,7.45,7.3,7.6,35,8,7.6,30.4,,0.038442084,0.153768336,,197.7,190
AR25-050005272FER2059-01,AR25-050,AR25-050-010,5/27/2025 11:31,12,5/27/2025 12:30,5/27/2025 11:31,5/27/2025 13:36,4.6569,3.8027,81.7,16.55,497,12.32,0.4,5.25,3.03,8.33,,6.87,155.1,84,12.67,160.7,27.6,142.1,73.8,6.89,960.792,348.6513,40,6.75,6.6,6.9,35,8,11.4,45.6,,0.05611617,0.224464681,,203.15,190
AR25-050005272FER2060-01,AR25-050,AR25-050-011,5/27/2025 11:37,12,5/27/2025 12:32,5/27/2025 11:37,5/27/2025 13:37,15.8354,14.5391,91.8,15.95,565,2.75,0.3,2.93,2.41,8.64,5.71,7.33,33.3,56.9,10.61,214.7,17.9,34.8,61.1,7.32,1895.415,579.0685,40,7.45,7.3,7.6,38,-8,11.4,57,,0.046490763,0.232453815,,245.21,190
AR25-050005272FER2061-01,AR25-050,AR25-050-012,5/27/2025 11:44,12,5/27/2025 12:33,5/27/2025 11:44,5/27/2025 13:38,4.7918,4.0181,83.9,16.21,500,10.84,0.41,5.02,2.25,9.7,0.34,6.89,88.3,84.8,13.05,162.2,17.4,92.2,90.4,6.88,529.2192,265.3853,40,6.75,6.6,6.9,38,8,11.4,45.6,,0.056052709,0.224210837,,203.38,190
AR25-050005272FER2062-01,AR25-050,AR25-050-013,5/27/2025 11:50,12,5/27/2025 12:35,5/27/2025 11:50,5/27/2025 13:38,18.072,16.5001,91.3,16.04,482,3.82,0.31,2.99,1.84,9.14,1.01,7.45,37.2,48.7,9.25,188.5,26.5,38.8,52.3,7.44,2515.56,778.2274,40,7.45,7.3,7.6,38,8,11.4,45.6,,0.050967944,0.203871775,,223.67,190
AR25-050005272FER2063-01,AR25-050,AR25-050-014,5/27/2025 11:57,12,5/27/2025 12:37,5/27/2025 11:57,5/27/2025 13:39,16.5187,15.0846,91.3,16.25,469,2.33,0.3,3.22,0.95,7.41,1.36,7.55,41.9,53.2,6.99,184.2,37.4,43.8,57.1,7.54,2428.38,673.6833,40,7.45,7.3,7.6,38,-8,7.6,38,,0.034920051,0.174600257,,217.64,190
AR25-050005272FER2064-01,AR25-050,AR25-050-015,5/27/2025 12:12,12,5/27/2025 12:39,5/27/2025 12:12,5/27/2025 13:40,2.772,2.294,82.8,16.79,530,10.31,0.41,4.82,2.48,8.34,0.23,6.86,131.2,86.5,14.65,169.5,22.5,120.2,76.1,6.88,551.5831,187.768,40,6.75,6.6,6.9,35,-8,11.4,57,,0.054102795,0.270513977,,210.71,190
AR25-050005272FER2065-01,AR25-050,AR25-050-016,5/27/2025 12:19,12,5/27/2025 12:41,5/27/2025 12:19,5/27/2025 13:41,2.505,1.9997,79.8,16.15,457,9.02,0.43,5.45,2.11,6.91,,6.9,135,92.7,10.91,151.2,25.6,123.7,81.9,6.92,551.6584,207.467,40,6.75,6.6,6.9,35,8,7.6,30.4,,0.041335799,0.165343196,,183.86,190
AR25-050005272FER2066-01,AR25-050,AR25-050-017,5/27/2025 10:30,12,5/27/2025 12:43,5/27/2025 10:30,5/27/2025 13:41,6.424,5.6948,88.6,16.26,466,11.06,0.4,4.66,1.91,9.7,0.44,6.84,97,75.8,11.25,155.7,17,101.3,81,6.83,865.3869,330.7871,40,6.75,6.6,6.9,38,-8,7.6,38,,0.038588474,0.192942371,,196.95,190
AR25-050005272FER2067-01,AR25-050,AR25-050-018,5/27/2025 12:26,12,5/27/2025 12:45,5/27/2025 12:26,5/27/2025 13:56,17.6183,15.7421,89.4,15.4,412,9.89,0.35,3.4,1.9,7.91,0.22,7.02,38,49.4,9.38,152.1,9.8,37.2,47.7,7.03,3262.35,865.2757,40,7.1,6.95,7.25,36.5,0,9.5,38,,0.047273089,0.189092357,,200.96,190
AR25-050005272FER2068-01,AR25-050,AR25-050-019,5/27/2025 12:32,12,5/27/2025 12:47,5/27/2025 12:32,5/27/2025 13:57,11.8159,11.3982,96.5,17.37,471,3.25,0.34,3.95,1.82,7.69,1.11,7.44,51.9,59.7,8.77,182,34.9,47.6,52,7.47,2206.29,316.2308,40,7.45,7.3,7.6,35,-8,7.6,38,,0.036723846,0.183619232,,206.95,190
AR25-050005272FER2069-01,AR25-050,AR25-050-020,5/27/2025 12:38,12,5/27/2025 12:49,5/27/2025 12:38,5/27/2025 13:58,16.2618,15.0473,92.5,16.26,465,1.94,0.31,3.11,1.14,7.04,2.19,7.62,39.7,51.8,7.17,190.7,41,41.6,55.6,7.6,2306.055,583.7922,40,7.45,7.3,7.6,38,8,7.6,30.4,,0.036624741,0.146498964,,207.51,190
AR25-050005272FER2070-01,AR25-050,AR25-050-021,5/27/2025 12:44,12,5/27/2025 12:51,5/27/2025 12:44,5/27/2025 13:58,2.9773,2.083,70,14.84,480,10.48,0.43,4.32,2.38,7.95,,6.82,161.8,92.7,12.06,156.2,26.2,158.3,89.8,6.82,566.8145,272.7376,40,6.65,6.5,6.8,36.5,0,9.5,38,,0.049853065,0.199412259,,190.56,190
AR25-050005272FER2071-01,AR25-050,AR25-050-022,5/27/2025 12:51,12,5/27/2025 12:53,5/27/2025 12:51,5/27/2025 13:59,2.2753,1.5174,66.7,14.51,484,9.53,0.43,5.12,2.31,7.78,,6.8,167.5,91.3,12.23,156.5,26.3,163.9,88.5,6.81,459.381,269.5933,40,6.65,6.5,6.8,36.5,0,9.5,38,,0.049845217,0.19938087,,190.59,190
AR25-050005272FER2072-01,AR25-050,AR25-050-023,5/27/2025 12:57,12,5/27/2025 12:55,5/27/2025 12:57,5/27/2025 13:59,18.9017,17.5049,92.6,15.56,467,2.4,0.3,3.24,1.35,7.48,1.37,7.6,41.5,74.3,8.04,188.9,41.1,40.6,71.8,7.61,3084.105,620.5904,40,7.55,7.4,7.7,36.5,0,9.5,38,,0.044454843,0.177819373,,213.7,190
AR25-050005272FER2073-01,AR25-050,AR25-050-024,5/27/2025 13:03,12,5/27/2025 12:57,5/27/2025 13:03,5/27/2025 14:00,18.5586,17.0743,92,15.74,468,2.44,0.31,3.6,1.51,7.4,1.23,7.59,46.3,48.8,8.08,189.6,44.7,45.3,47.1,7.6,3119.22,591.9163,40,7.55,7.4,7.7,36.5,0,9.5,38,,0.044324173,0.177296692,,214.33,190
AR25-050005282FER2050-01,AR25-050,AR25-050-001,5/28/2025 10:36,13,5/28/2025 13:12,5/28/2025 10:36,5/28/2025 14:30,14.743,12.3155,83.5,15.68,453,11.58,0.36,3.77,2.45,8.53,0.26,6.97,47.2,68.6,11.12,157.6,11,46.3,66.4,6.98,3372.51,1282.8,40,7.1,6.95,7.25,36.5,0,0,47.5,,0,0.228475228,,207.9,190
AR25-050005282FER2051-01,AR25-050,AR25-050-002,5/28/2025 10:42,13,5/28/2025 13:14,5/28/2025 10:42,5/28/2025 14:30,5.7134,4.8083,84.2,15.82,470,13.41,0.4,4.5,2.39,9.83,0.29,6.9,99.9,83.6,11.61,152.6,20,104.4,89.2,6.89,988.1106,483.9689,40,6.75,6.6,6.9,38,8,0,38,,0,0.195735037,,194.14,190
AR25-050005282FER2052-01,AR25-050,AR25-050-003,5/28/2025 10:48,13,5/28/2025 13:16,5/28/2025 10:48,5/28/2025 14:31,10.7723,10.1851,94.5,17.71,506,4.88,0.33,3.32,3.28,9.07,0.71,7.39,43.2,66.4,10.97,187.6,26,39.7,58.1,7.42,3177.735,445.1484,40,7.45,7.3,7.6,35,-8,0,57,,0,0.249813735,,228.17,190
AR25-050005282FER2053-01,AR25-050,AR25-050-004,5/28/2025 10:55,13,5/28/2025 13:18,5/28/2025 10:55,5/28/2025 14:32,4.5865,3.5931,78.3,16.24,477,12.1,0.42,5.11,3.08,7.84,0.21,6.85,171,83.8,11.7,155.5,29.2,156.6,73.6,6.88,1051.812,468.3492,40,6.75,6.6,6.9,35,-8,0,38,,0,0.197177252,,192.72,190
AR25-050005282FER2054-01,AR25-050,AR25-050-005,5/28/2025 11:01,13,5/28/2025 13:21,5/28/2025 11:01,5/28/2025 14:33,9.6511,9.2463,95.8,18.32,528,4.17,0.34,3.6,3.02,8.78,1.48,7.3,56.1,55.1,11.25,194.6,27.4,51.4,47.9,7.33,2497.815,322.1462,40,7.45,7.3,7.6,35,8,0,57,,0,0.249409294,,228.54,190
AR25-050005282FER2055-01,AR25-050,AR25-050-006,5/28/2025 11:06,13,5/28/2025 13:23,5/28/2025 11:06,5/28/2025 14:33,6.8784,5.7393,83.4,15.39,524,14.44,0.39,4.43,3.36,10.96,0.71,6.89,57.3,80.7,14.1,165.5,11.3,59.9,86.1,6.88,1064.423,536.6272,40,6.75,6.6,6.9,38,-8,0,57,,0,0.266566899,,213.83,190
AR25-050005282FER2056-01,AR25-050,AR25-050-007,5/28/2025 11:12,13,5/28/2025 13:25,5/28/2025 11:12,5/28/2025 14:34,14.4688,12.225,84.5,15.48,447,11.31,0.35,3.44,2.56,8.08,0.28,6.96,47.5,62.5,10.93,155.9,10.6,46.6,60.6,6.96,3270.945,1147.24,40,7.1,6.95,7.25,36.5,0,0,47.5,,0,0.225771187,,210.39,190
AR25-050005282FER2057-01,AR25-050,AR25-050-008,5/28/2025 11:19,13,5/28/2025 13:27,5/28/2025 11:19,5/28/2025 14:35,15.1191,12.9055,85.4,15.4,447,11.43,0.36,3.45,2.58,8.08,0.3,6.95,47.5,63.4,11.04,156.7,10.4,46.5,61.3,6.95,3291.03,1081.55,40,7.1,6.95,7.25,36.5,0,0,47.5,,0,0.226654578,,209.57,190
AR25-050005282FER2058-01,AR25-050,AR25-050-009,5/28/2025 11:25,13,5/28/2025 13:29,5/28/2025 11:25,5/28/2025 14:36,12.6399,11.8173,93.5,17.22,431,7.13,0.34,3.28,2.43,7.53,0.28,7.58,51,64.7,8.88,164.1,47.8,46.7,56.4,7.61,3410.145,683.7411,40,7.45,7.3,7.6,35,8,0,38,,0,0.186631305,,203.61,190
AR25-050005282FER2059-01,AR25-050,AR25-050-010,5/28/2025 11:31,13,5/28/2025 13:31,5/28/2025 11:31,5/28/2025 14:38,4.2255,3.4805,82.4,16.57,526,13.06,0.4,4.03,3.67,8.5,,6.85,157.8,85.7,14.34,167.1,27,144.6,75.4,6.88,1110.824,375.3786,40,6.75,6.6,6.9,35,8,0,57,,0,0.269223503,,211.72,190
AR25-050005282FER2060-01,AR25-050,AR25-050-011,5/28/2025 11:37,13,5/28/2025 13:33,5/28/2025 11:37,5/28/2025 14:39,14.2807,13.0375,91.3,16.33,572,3.31,0.3,2.56,3.2,8.15,5.35,7.32,38.4,60.2,10.58,219.6,20,40.1,64.5,7.3,2267.19,652.8045,40,7.45,7.3,7.6,38,-8,0,57,,0,0.231641403,,246.07,190
AR25-050005282FER2061-01,AR25-050,AR25-050-012,5/28/2025 11:43,13,5/28/2025 13:35,5/28/2025 11:43,5/28/2025 14:40,3.9104,3.4288,87.7,16.33,520,12.49,0.4,3.6,2.87,9.55,0.56,6.88,80.8,87.7,14.41,166.6,15.5,84.4,93.5,6.87,590.8383,270.9328,40,6.75,6.6,6.9,38,8,0,57,,0,0.268905977,,211.97,190
AR25-050005282FER2062-01,AR25-050,AR25-050-013,5/28/2025 11:49,13,5/28/2025 13:37,5/28/2025 11:49,5/28/2025 14:56,14.1056,12.6112,89.4,16.28,508,5.04,0.31,2.54,2.78,8.93,1.29,7.33,38.2,54.3,11.14,190.7,20.6,39.9,58.2,7.32,2674.365,868.1299,40,7.45,7.3,7.6,38,8,0,57,,0,0.243766839,,233.83,190
AR25-050005282FER2063-01,AR25-050,AR25-050-014,5/28/2025 11:55,13,5/28/2025 13:39,5/28/2025 11:55,5/28/2025 14:57,13.9089,12.4978,89.9,16.62,472,2.71,0.3,2.65,1.58,6.83,1.61,7.51,39.5,54.1,8.21,184.9,32.2,41.2,58,7.5,2580.66,791.2247,40,7.45,7.3,7.6,38,-8,0,38,,0,0.175698169,,216.28,190
AR25-050005282FER2064-01,AR25-050,AR25-050-015,5/28/2025 12:01,13,5/28/2025 13:41,5/28/2025 12:01,5/28/2025 14:58,2.4261,2.0306,83.7,17.29,523,10.99,0.41,4.17,3,7.94,0.23,6.86,138.8,92.4,14.42,165.4,23.8,127.1,81.5,6.88,672.3295,210.0981,40,6.75,6.6,6.9,35,-8,0,57,,0,0.271816881,,209.7,190
AR25-050005282FER2065-01,AR25-050,AR25-050-016,5/28/2025 12:11,13,5/28/2025 13:43,5/28/2025 12:11,5/28/2025 14:58,2.5983,2.1023,80.9,16.8,480,10.04,0.43,4.76,2.27,7.47,,6.87,142.1,92,12.11,157.4,25.5,130.2,81.3,6.9,640.6509,237.4529,40,6.75,6.6,6.9,35,8,0,38,,0,0.199537912,,190.44,190
AR25-050005282FER2066-01,AR25-050,AR25-050-017,5/28/2025 12:16,13,5/28/2025 13:45,5/28/2025 12:16,5/28/2025 14:59,6.1297,5.4392,88.7,17.01,452,11.48,0.41,2.75,2.28,9.44,0.45,6.9,65.3,79.8,11.03,152.9,13.1,68.2,85.2,6.89,1038.906,429.5122,40,6.75,6.6,6.9,38,-8,0,38,,0,0.195755203,,194.12,190
AR25-050005282FER2067-01,AR25-050,AR25-050-018,5/28/2025 12:23,13,5/28/2025 13:47,5/28/2025 12:23,5/28/2025 15:00,14.229,11.9839,84.2,15.4,447,11.41,0.36,3.52,2.56,8.09,0.22,6.93,48.1,59.4,10.92,155.4,10.1,47,57.4,6.94,3380.055,1116.29,40,7.1,6.95,7.25,36.5,0,0,47.5,,0,0.225332068,,210.8,190
AR25-050005282FER2068-01,AR25-050,AR25-050-019,5/28/2025 12:30,13,5/28/2025 13:49,5/28/2025 12:30,5/28/2025 15:01,9.9619,9.7423,97.8,18.28,466,3.34,0.35,3.68,2.27,7.83,0.87,7.52,45.2,58.2,8.57,182.5,36.2,41.4,50.6,7.55,2648.31,384.63,40,7.45,7.3,7.6,35,-8,0,38,,0,0.183592618,,206.98,190
AR25-050005282FER2069-01,AR25-050,AR25-050-020,5/28/2025 12:36,13,5/28/2025 13:51,5/28/2025 12:36,5/28/2025 15:03,14.4573,13.2615,91.7,16.58,482,2.65,0.31,2.77,1.45,7.27,2.12,7.55,41.5,53.8,8.3,193.9,36.8,43.3,57.7,7.53,2366.355,662.2972,40,7.45,7.3,7.6,38,8,0,38,,0,0.176293203,,215.55,190
AR25-050005282FER2070-01,AR25-050,AR25-050-021,5/28/2025 12:42,13,5/28/2025 13:53,5/28/2025 12:42,5/28/2025 15:04,3.024,2.2509,74.4,14.89,507,11.38,0.43,3.74,2.83,8.37,,6.79,168.3,93,13.5,162,25.6,164.7,90.2,6.8,608.1939,302.8414,40,6.65,6.5,6.8,36.5,0,0,47.5,,0,0.238645498,,199.04,190
AR25-050005282FER2071-01,AR25-050,AR25-050-022,5/28/2025 12:48,13,5/28/2025 13:54,5/28/2025 12:48,5/28/2025 15:05,2.365,1.5712,66.4,14.61,514,10.37,0.43,4.56,2.63,8.19,,7.04,169.2,93.6,13.64,162.8,45.3,165.5,90.7,7.04,509.5547,295.2537,40,6.65,6.5,6.8,36.5,0,0,47.5,,0,0.238597549,,199.08,190
AR25-050005282FER2072-01,AR25-050,AR25-050-023,5/28/2025 10:30,13,5/28/2025 13:56,5/28/2025 10:30,5/28/2025 15:06,15.8153,14.1242,89.3,16.12,491,3.2,0.31,2.77,1.92,8.77,1.64,7.5,39.4,50.4,9.29,192.2,30.9,38.5,48.5,7.51,3352.8,709.5764,40,7.55,7.4,7.7,36.5,0,0,47.5,,0,0.21239492,,223.64,190
